name,id,max_float,min_float,crates,rarity,weapon,stattrack,collections
★ Hand Wraps | Spruce DDPAT,skin-e757fd7191f9,0.8,0.06,"['crate-4288', 'crate-4352']",Extraordinary,Hand Wraps,False,[]
P90 | Desert DDPAT,skin-d44eab1a62a7,0.5,0.0,"['crate-4811', 'crate-4837', 'crate-4862', 'crate-4970', 'crate-5123', 'crate-5222']",Consumer Grade,P90,False,['The 2021 Dust 2 Collection']
P90 | Blind Spot,skin-9dda48565918,0.5,0.0,['crate-4005'],Restricted,P90,True,['The eSports 2013 Winter Collection']
P90 | Death Grip,skin-73449301d7a3,1.0,0.0,['crate-4352'],Restricted,P90,True,['The Operation Hydra Collection']
P90 | Cocoa Rampage,skin-2b3bc760fbf0,0.6000000000000001,0.0,['crate-4717'],Mil-Spec Grade,P90,True,['The Operation Broken Fang Collection']
P90 | Blue Tac,skin-23a748f6b597,0.6000000000000001,0.0,[],Consumer Grade,P90,False,['The Ascent Collection']
P90 | Schematic,skin-560a56662f2d,0.5,0.0,"['crate-4815', 'crate-4841', 'crate-4866', 'crate-4899', 'crate-4932', 'crate-4973']",Mil-Spec Grade,P90,False,['The 2021 Vertigo Collection']
P90 | Virus,skin-7ee5e2765bfa,0.8,0.06,['crate-4019'],Restricted,P90,True,['The eSports 2014 Summer Collection']
P90 | Aeolian Light,skin-59aaabe308c8,0.65,0.0,[],Mil-Spec Grade,P90,False,['The Achroma Collection']
P90 | Reef Grief,skin-d58c4622251a,0.6000000000000001,0.0,[],Mil-Spec Grade,P90,False,['The Ascent Collection']
P90 | Mustard Gas,skin-566d676ca07d,0.63,0.0,[],Industrial Grade,P90,False,['The Boreal Collection']
P90 | Wave Breaker,skin-ff75c4a68dbd,0.950549,0.0,['crate-7007'],Restricted,P90,True,['The Fever Collection']
P90 | Randy Rush,skin-39f40ce9d13d,0.75,0.0,['crate-7003'],Restricted,P90,True,['The Gallery Collection']
P90 | Straight Dimes,skin-0c162dc3dadb,1.0,0.0,"['crate-5126', 'crate-5225']",Industrial Grade,P90,False,['The Train 2025 Collection']
P90 | Storm,skin-85ab23cdb7f5,0.8,0.06,"['crate-4027', 'crate-4036', 'crate-4084', 'crate-4134', 'crate-4179', 'crate-4228', 'crate-4276', 'crate-4346', 'crate-4398', 'crate-4465']",Consumer Grade,P90,False,['The Cobblestone Collection']
P90 | Sunset Lily,skin-b0cfd706f37d,0.5,0.0,[],Industrial Grade,P90,False,['The St. Marc Collection']
P90 | Scorched,skin-385609e49273,0.8,0.06,"['crate-4006', 'crate-4013', 'crate-4024', 'crate-4033', 'crate-4081', 'crate-4132', 'crate-4177', 'crate-4226', 'crate-4275', 'crate-4345', 'crate-4397', 'crate-4464', 'crate-4541', 'crate-4591', 'crate-4661']",Consumer Grade,P90,False,['The Mirage Collection']
P90 | Glacier Mesh,skin-2ee351c33f47,0.8,0.06,['crate-4666'],Mil-Spec Grade,P90,False,['The Vertigo Collection']
P90 | Teardown,skin-f9a94b857e5d,0.6000000000000001,0.0,"['crate-4006', 'crate-4013']",Mil-Spec Grade,P90,False,['The Lake Collection']
P90 | Verdant Growth,skin-f3a4c195cc1e,0.47000000000000003,0.0,"['crate-4810', 'crate-4836', 'crate-4861', 'crate-4894', 'crate-4927', 'crate-4968', 'crate-5121', 'crate-5220']",Industrial Grade,P90,False,['The 2021 Mirage Collection']
P90 | Fallout Warning,skin-e07af03e0b71,0.8,0.06,"['crate-4025', 'crate-4034', 'crate-4082', 'crate-4232', 'crate-4280', 'crate-4350', 'crate-4402', 'crate-4469']",Industrial Grade,P90,False,['The Nuke Collection']
P90 | Wash me,skin-d26b2336552f,0.5,0.0,['crate-5221'],Industrial Grade,P90,False,['The Overpass 2024 Collection']
P90 | Sand Spray,skin-034dafc33fbe,0.8,0.06,"['crate-4006', 'crate-4013', 'crate-4022', 'crate-4031', 'crate-4079', 'crate-4131', 'crate-4176', 'crate-4225', 'crate-4274', 'crate-4344', 'crate-4542', 'crate-4592', 'crate-4662']",Consumer Grade,P90,False,['The Dust 2 Collection']
P90 | Ash Wood,skin-6764c2686f68,0.45,0.0,"['crate-4006', 'crate-4013', 'crate-4137', 'crate-4182', 'crate-4231', 'crate-4279', 'crate-4349', 'crate-4401', 'crate-4468', 'crate-4545', 'crate-4595', 'crate-4664']",Industrial Grade,P90,False,['The Train Collection']
R8 Revolver | Amber Fade,skin-4429b6507c58,0.4,0.0,"['crate-4006', 'crate-4013', 'crate-4022', 'crate-4031', 'crate-4079', 'crate-4131', 'crate-4176', 'crate-4225', 'crate-4274', 'crate-4344', 'crate-4542', 'crate-4592', 'crate-4662']",Classified,R8 Revolver,False,['The Dust 2 Collection']
R8 Revolver | Fade,skin-3d5660b8b090,0.4,0.0,['crate-4186'],Covert,R8 Revolver,True,['The Revolver Case Collection']
R8 Revolver | Blaze,skin-6cccc7b762e4,0.08,0.0,[],Mil-Spec Grade,R8 Revolver,False,['The 2021 Train Collection']
R8 Revolver | Phoenix Marker,skin-53e224af9282,0.6000000000000001,0.0,[],Industrial Grade,R8 Revolver,False,['The Havoc Collection']
R8 Revolver | Leafhopper,skin-cf53e2922c14,0.65098,0.0,[],Industrial Grade,R8 Revolver,False,['The Boreal Collection']
R8 Revolver | Reboot,skin-1b8d8987488f,1.0,0.0,['crate-4236'],Restricted,R8 Revolver,True,['The Gamma Collection']
R8 Revolver | Survivalist,skin-82eac137c2ae,0.7000000000000001,0.0,['crate-4482'],Mil-Spec Grade,R8 Revolver,True,['The Horizon Collection']
R8 Revolver | Skull Crusher,skin-1a044032aec8,0.8,0.25,['crate-4598'],Classified,R8 Revolver,True,['The Prisma Collection']
R8 Revolver | Banana Cannon,skin-f1184959b60b,1.0,0.0,['crate-4880'],Restricted,R8 Revolver,True,['The Revolution Collection']
R8 Revolver | Bone Forged,skin-3c54e05cbb62,0.6000000000000001,0.0,['crate-4695'],Mil-Spec Grade,R8 Revolver,True,['The Prisma 2 Collection']
R8 Revolver | Llama Cannon,skin-4cb968c36e88,0.7000000000000001,0.03,['crate-4403'],Classified,R8 Revolver,True,['The Spectrum 2 Collection']
R8 Revolver | Memento,skin-2c0c9abe25f9,0.8,0.0,['crate-4620'],Mil-Spec Grade,R8 Revolver,True,['The Shattered Web Collection']
R8 Revolver | Junk Yard,skin-503060091440,1.0,0.0,['crate-4747'],Mil-Spec Grade,R8 Revolver,True,['The Snakebite Collection']
R8 Revolver | Inlay,skin-e8e1c44874c0,0.76,0.0,"['crate-4882', 'crate-4895', 'crate-4928', 'crate-4969', 'crate-5122']",Consumer Grade,R8 Revolver,False,['The Anubis Collection']
R8 Revolver | Crazy 8,skin-ab0f49fac59d,1.0,0.0,['crate-4846'],Restricted,R8 Revolver,True,['The Recoil Collection']
R8 Revolver | Grip,skin-a70d55eb979d,1.0,0.0,['crate-4471'],Mil-Spec Grade,R8 Revolver,True,['The Clutch Collection']
R8 Revolver | Desert Brush,skin-60c7eb4fb624,0.6000000000000001,0.0,"['crate-4811', 'crate-4837', 'crate-4862', 'crate-4970', 'crate-5123', 'crate-5222']",Consumer Grade,R8 Revolver,False,['The 2021 Dust 2 Collection']
R8 Revolver | Crimson Web,skin-839dad0ad981,0.8,0.06,['crate-4186'],Mil-Spec Grade,R8 Revolver,True,['The Revolver Case Collection']
R8 Revolver | Tango,skin-3604c7754aa6,0.8510639999999999,0.0,['crate-7003'],Mil-Spec Grade,R8 Revolver,True,['The Gallery Collection']
R8 Revolver | Night,skin-2367a9c28a7f,0.8,0.06,"['crate-4813', 'crate-4839', 'crate-4864', 'crate-4897', 'crate-4930', 'crate-4971', 'crate-5124', 'crate-5223']",Consumer Grade,R8 Revolver,False,['The Ancient Collection']
R8 Revolver | Nitro,skin-c0b7375a375d,0.8,0.06,"['crate-4540', 'crate-4590', 'crate-4660', 'crate-4809', 'crate-4835', 'crate-4860', 'crate-4893', 'crate-4926', 'crate-4967', 'crate-5120', 'crate-5219']",Industrial Grade,R8 Revolver,False,['The 2018 Inferno Collection']
R8 Revolver | Mauve Aside,skin-2f4f4e0aaa4e,0.80339,0.0,[],Consumer Grade,R8 Revolver,False,['The Harlequin Collection']
R8 Revolver | Cobalt Grip,skin-58d507811bd8,0.80339,0.0,[],Consumer Grade,R8 Revolver,False,['The Ascent Collection']
R8 Revolver | Dark Chamber,skin-f41134aec544,0.80339,0.0,[],Industrial Grade,R8 Revolver,False,['The Achroma Collection']
R8 Revolver | Canal Spray,skin-25aa38f069d3,0.6000000000000001,0.06,[],Consumer Grade,R8 Revolver,False,['The Canals Collection']
R8 Revolver | Bone Mask,skin-8e8381232568,0.8,0.06,['crate-4006'],Consumer Grade,R8 Revolver,False,['The Bank Collection']
Sawed-Off | Amber Fade,skin-c43661e243fc,0.4,0.0,"['crate-4006', 'crate-4013', 'crate-4137', 'crate-4182', 'crate-4231', 'crate-4279', 'crate-4349', 'crate-4401', 'crate-4468', 'crate-4545', 'crate-4595', 'crate-4664']",Mil-Spec Grade,Sawed-Off,False,['The Train Collection']
Sawed-Off | Brake Light,skin-f1e77412769d,0.08,0.0,"['crate-4540', 'crate-4590', 'crate-4660', 'crate-4809', 'crate-4835', 'crate-4860', 'crate-4893', 'crate-4926', 'crate-4967', 'crate-5120', 'crate-5219']",Mil-Spec Grade,Sawed-Off,False,['The 2018 Inferno Collection']
Sawed-Off | Copper,skin-9459e126b14a,1.0,0.0,[],Mil-Spec Grade,Sawed-Off,False,['The Dust Collection']
Sawed-Off | Morris,skin-9be5df6c224c,1.0,0.0,['crate-4403'],Mil-Spec Grade,Sawed-Off,True,['The Spectrum 2 Collection']
Sawed-Off | Highwayman,skin-9fa47155a8a8,1.0,0.0,['crate-4029'],Restricted,Sawed-Off,True,['The Vanguard Collection']
Sawed-Off | Zander,skin-68e37aff8fd3,1.0,0.05,['crate-4351'],Mil-Spec Grade,Sawed-Off,True,['The Spectrum Collection']
Sawed-Off | Rust Coat,skin-fffd8c3e6f34,0.8,0.0,"['crate-4027', 'crate-4036', 'crate-4084', 'crate-4134', 'crate-4179', 'crate-4228', 'crate-4276', 'crate-4346', 'crate-4398', 'crate-4465']",Industrial Grade,Sawed-Off,False,['The Cobblestone Collection']
Sawed-Off | First Class,skin-74b1243eefd1,0.5,0.0,[],Mil-Spec Grade,Sawed-Off,False,['The Baggage Collection']
Sawed-Off | Limelight,skin-33872c48a8e5,1.0,0.0,['crate-4236'],Restricted,Sawed-Off,True,['The Gamma Collection']
Sawed-Off | Apocalypto,skin-db4ae843fbd7,1.0,0.0,['crate-4695'],Restricted,Sawed-Off,True,['The Prisma 2 Collection']
Sawed-Off | Black Sand,skin-d85d77873f80,0.9,0.0,['crate-4548'],Mil-Spec Grade,Sawed-Off,True,['The Danger Zone Collection']
Sawed-Off | Serenity,skin-43a9e7d8242e,0.5,0.0,['crate-4061'],Restricted,Sawed-Off,True,['The Chroma Collection']
Sawed-Off | Devourer,skin-9d723cee972d,0.8,0.0,['crate-4482'],Classified,Sawed-Off,True,['The Horizon Collection']
Sawed-Off | Kiss♥Love,skin-6f81f65a9d91,1.0,0.0,['crate-4846'],Classified,Sawed-Off,True,['The Recoil Collection']
Sawed-Off | The Kraken,skin-eeeab72c939a,0.4,0.0,['crate-4009'],Covert,Sawed-Off,True,['The Winter Offensive Collection']
Sawed-Off | Origami,skin-628ddc6f56d0,0.55,0.0,['crate-4089'],Mil-Spec Grade,Sawed-Off,True,['The Chroma 2 Collection']
Sawed-Off | Spirit Board,skin-3da25779ee2d,1.0,0.0,['crate-4818'],Mil-Spec Grade,Sawed-Off,True,['The Dreams & Nightmares Collection']
Sawed-Off | Wasteland Princess,skin-9a257b12e3fd,0.7000000000000001,0.0,['crate-4288'],Classified,Sawed-Off,True,['The Glove Collection']
Sawed-Off | Fubar,skin-a7997cc94140,1.0,0.4,['crate-4233'],Mil-Spec Grade,Sawed-Off,True,['The Chroma 3 Collection']
Sawed-Off | Yorick,skin-e62659639aba,1.0,0.0,['crate-4186'],Mil-Spec Grade,Sawed-Off,True,['The Revolver Case Collection']
Sawed-Off | Runoff,skin-f2dd022eab22,0.780822,0.0,[],Consumer Grade,Sawed-Off,False,['The Ascent Collection']
Sawed-Off | Mosaico,skin-f0876073bc4d,0.8,0.06,[],Industrial Grade,Sawed-Off,False,['The Alpha Collection']
Sawed-Off | Bamboo Shadow,skin-a6b38e973280,0.6000000000000001,0.0,[],Consumer Grade,Sawed-Off,False,['The Rising Sun Collection']
Sawed-Off | Forest DDPAT,skin-e34d4776c3fa,0.8,0.06,[],Consumer Grade,Sawed-Off,False,['The Bank Collection']
Sawed-Off | Orange DDPAT,skin-f5dbec4db0bf,0.8,0.06,['crate-4002'],Restricted,Sawed-Off,True,['The eSports 2013 Collection']
Sawed-Off | Parched,skin-8a48b06ac368,0.49,0.0,"['crate-4811', 'crate-4837', 'crate-4862', 'crate-4970', 'crate-5123', 'crate-5222']",Consumer Grade,Sawed-Off,False,['The 2021 Dust 2 Collection']
Sawed-Off | Clay Ambush,skin-cbf2a44a9320,0.6000000000000001,0.0,[],Consumer Grade,Sawed-Off,False,['The Havoc Collection']
Sawed-Off | Full Stop,skin-5399c334e3b4,0.6000000000000001,0.0,"['crate-4006', 'crate-4013']",Mil-Spec Grade,Sawed-Off,False,['The Italy Collection']
Sawed-Off | Crimson Batik,skin-0b2ec5b2c5ef,0.6000000000000001,0.0,[],Consumer Grade,Sawed-Off,False,['The Harlequin Collection']
Sawed-Off | Analog Input,skin-d0653c0aaf2f,0.6188600000000001,0.0,['crate-4904'],Restricted,Sawed-Off,True,['The Kilowatt Collection']
Sawed-Off | Irradiated Alert,skin-279d95d3dd65,0.8,0.06,"['crate-4025', 'crate-4034', 'crate-4082', 'crate-4232', 'crate-4280', 'crate-4350', 'crate-4402', 'crate-4469']",Consumer Grade,Sawed-Off,False,['The Nuke Collection']
Sawed-Off | Jungle Thicket,skin-cec820187789,0.5,0.0,[],Consumer Grade,Sawed-Off,False,['The St. Marc Collection']
Sawed-Off | Snake Camo,skin-bacf6f1cd605,0.8,0.06,"['crate-4006', 'crate-4013', 'crate-4022', 'crate-4031', 'crate-4079', 'crate-4131', 'crate-4176', 'crate-4225', 'crate-4274', 'crate-4344', 'crate-4542', 'crate-4592', 'crate-4662']",Industrial Grade,Sawed-Off,False,['The Dust 2 Collection']
Sawed-Off | Sage Spray,skin-358cc1547e49,0.8,0.06,"['crate-4028', 'crate-4037', 'crate-4085', 'crate-4135', 'crate-4180', 'crate-4229', 'crate-4277', 'crate-4347', 'crate-4399', 'crate-4466', 'crate-4543', 'crate-4593', 'crate-4663', 'crate-4812', 'crate-4838', 'crate-4863', 'crate-4896', 'crate-4929']",Consumer Grade,Sawed-Off,False,['The Overpass Collection']
SCAR-20 | Army Sheen,skin-51c3ca06a247,0.30000000000000004,0.0,[],Consumer Grade,SCAR-20,False,['The Chop Shop Collection']
SCAR-20 | Carbon Fiber,skin-7120cef6b037,0.12,0.0,"['crate-4006', 'crate-4013', 'crate-4137', 'crate-4182', 'crate-4231', 'crate-4279', 'crate-4349', 'crate-4401', 'crate-4468', 'crate-4545', 'crate-4595', 'crate-4664']",Industrial Grade,SCAR-20,False,['The Train Collection']
SCAR-20 | Emerald,skin-c37053974593,0.08,0.0,[],Restricted,SCAR-20,False,['The Alpha Collection']
SCAR-20 | Brass,skin-80d93cecc826,1.0,0.0,[],Mil-Spec Grade,SCAR-20,False,['The Norse Collection']
SCAR-20 | Grotto,skin-d38eab775911,0.5,0.0,['crate-4061'],Mil-Spec Grade,SCAR-20,True,['The Chroma Collection']
SCAR-20 | Blueprint,skin-2501d2df72d4,0.75,0.0,['crate-4351'],Mil-Spec Grade,SCAR-20,True,['The Spectrum Collection']
SCAR-20 | Wild Berry,skin-643580f5e594,0.65,0.0,[],Mil-Spec Grade,SCAR-20,False,['The Graphic Design Collection']
SCAR-20 | Cardiac,skin-c43e6b146e94,1.0,0.0,['crate-4029'],Classified,SCAR-20,True,['The Vanguard Collection']
SCAR-20 | Assault,skin-df8e665e3faa,0.62,0.0,['crate-4669'],Mil-Spec Grade,SCAR-20,True,['The CS20 Collection']
SCAR-20 | Cyrex,skin-bc6a17b8b04c,0.5,0.0,['crate-4017'],Classified,SCAR-20,True,['The Huntsman Collection']
SCAR-20 | Bloodsport,skin-9a2cefa49e12,0.45,0.0,['crate-4236'],Classified,SCAR-20,True,['The Gamma Collection']
SCAR-20 | Enforcer,skin-803029f01b68,1.0,0.0,['crate-4695'],Restricted,SCAR-20,True,['The Prisma 2 Collection']
SCAR-20 | Green Marine,skin-2fc3d0e05945,0.8,0.0,['crate-4138'],Mil-Spec Grade,SCAR-20,True,['The Shadow Collection']
SCAR-20 | Powercore,skin-9c61185e3e75,1.0,0.0,['crate-4281'],Restricted,SCAR-20,True,['The Gamma 2 Collection']
SCAR-20 | Fragments,skin-05d5c801f287,0.78,0.0,['crate-4880'],Mil-Spec Grade,SCAR-20,True,['The Revolution Collection']
SCAR-20 | Magna Carta,skin-433c273a49c2,0.6000000000000001,0.0,[],Mil-Spec Grade,SCAR-20,False,['The Control Collection']
SCAR-20 | Stone Mosaico,skin-1330cf5c16fb,0.5,0.06,[],Consumer Grade,SCAR-20,False,['The Canals Collection']
SCAR-20 | Splash Jam,skin-76f4d15e1865,0.8,0.06,[],Classified,SCAR-20,False,['The Militia Collection']
SCAR-20 | Jungle Slipstream,skin-5c7aa5998b21,0.5,0.0,['crate-4403'],Mil-Spec Grade,SCAR-20,True,['The Spectrum 2 Collection']
SCAR-20 | Outbreak,skin-c367da09c5bb,0.5,0.0,['crate-4186'],Mil-Spec Grade,SCAR-20,True,['The Revolver Case Collection']
SCAR-20 | Crimson Web,skin-34e83f4550da,0.8,0.06,['crate-4004'],Mil-Spec Grade,SCAR-20,True,['The Arms Deal 2 Collection']
SCAR-20 | Zinc,skin-493c652caf29,0.6000000000000001,0.0,[],Consumer Grade,SCAR-20,False,['The Achroma Collection']
SCAR-20 | Trail Blazer,skin-03f6e200c8b6,0.702614,0.0,['crate-7003'],Mil-Spec Grade,SCAR-20,True,['The Gallery Collection']
SCAR-20 | Caged,skin-e8ce6f07d5e7,1.0,0.0,['crate-5176'],Mil-Spec Grade,SCAR-20,True,['The Genesis Collection']
SCAR-20 | Short Ochre,skin-2da4350cc477,0.746575,0.0,[],Consumer Grade,SCAR-20,False,['The Radiant Collection']
SCAR-20 | Contractor,skin-e68259d80f02,0.8,0.06,"['crate-4006', 'crate-4013']",Consumer Grade,SCAR-20,False,['The Safehouse Collection']
SCAR-20 | Storm,skin-ed03b471eb9e,0.8,0.06,"['crate-4027', 'crate-4036', 'crate-4084', 'crate-4134', 'crate-4179', 'crate-4228', 'crate-4276', 'crate-4346', 'crate-4398', 'crate-4465']",Consumer Grade,SCAR-20,False,['The Cobblestone Collection']
SCAR-20 | Sand Mesh,skin-0147ca1550c4,0.8,0.06,"['crate-4006', 'crate-4013', 'crate-4022', 'crate-4031', 'crate-4079', 'crate-4131', 'crate-4176', 'crate-4225', 'crate-4274', 'crate-4344', 'crate-4542', 'crate-4592', 'crate-4662']",Consumer Grade,SCAR-20,False,['The Dust 2 Collection']
SCAR-20 | Palm,skin-ecf5e0801def,0.8,0.06,[],Industrial Grade,SCAR-20,False,['The Dust Collection']
SCAR-20 | Torn,skin-6bff4afdb6f2,0.45,0.0,['crate-4620'],Mil-Spec Grade,SCAR-20,True,['The Shattered Web Collection']
SCAR-20 | Poultrygeist,skin-2c6b935bb4eb,0.5700000000000001,0.0,['crate-4818'],Mil-Spec Grade,SCAR-20,True,['The Dreams & Nightmares Collection']
SG 553 | Desert Blossom,skin-7f4d0f478610,0.49,0.0,"['crate-4810', 'crate-4836', 'crate-4861', 'crate-4894', 'crate-4927', 'crate-4968', 'crate-5121', 'crate-5220']",Mil-Spec Grade,SG 553,False,['The 2021 Mirage Collection']
SG 553 | Lush Ruins,skin-a1cba4e82b7b,0.7000000000000001,0.0,"['crate-4813', 'crate-4839', 'crate-4864', 'crate-4897', 'crate-4930', 'crate-4971', 'crate-5124', 'crate-5223']",Consumer Grade,SG 553,False,['The Ancient Collection']
SG 553 | Hypnotic,skin-4be502157e9f,0.08,0.0,[],Restricted,SG 553,False,['The Havoc Collection']
SG 553 | Army Sheen,skin-9971505b1e6e,0.30000000000000004,0.0,[],Consumer Grade,SG 553,False,['The Bank Collection']
SG 553 | Anodized Navy,skin-9556d6c4e652,0.08,0.0,"['crate-4006', 'crate-4013']",Mil-Spec Grade,SG 553,False,['The Lake Collection']
SG 553 | Damascus Steel,skin-473110a625aa,1.0,0.0,"['crate-4006', 'crate-4013', 'crate-4022', 'crate-4031', 'crate-4079', 'crate-4131', 'crate-4176', 'crate-4225', 'crate-4274', 'crate-4344', 'crate-4542', 'crate-4592', 'crate-4662']",Mil-Spec Grade,SG 553,False,['The Dust 2 Collection']
SG 553 | Traveler,skin-b00ed3c3e226,1.0,0.0,[],Industrial Grade,SG 553,False,['The Baggage Collection']
SG 553 | Aerial,skin-f7201f00d647,0.6000000000000001,0.0,['crate-4236'],Mil-Spec Grade,SG 553,True,['The Gamma Collection']
SG 553 | Atlas,skin-b86e591b7a8e,0.81,0.0,['crate-4233'],Mil-Spec Grade,SG 553,True,['The Chroma 3 Collection']
SG 553 | Hazard Pay,skin-d67bf60c0699,0.48,0.0,"['crate-4815', 'crate-4841', 'crate-4866', 'crate-4899', 'crate-4932', 'crate-4973']",Classified,SG 553,False,['The 2021 Vertigo Collection']
SG 553 | Dragon Tech,skin-9acc418fe0ad,0.7000000000000001,0.0,['crate-4846'],Restricted,SG 553,True,['The Recoil Collection']
SG 553 | Cyberforce,skin-79472cd37595,0.9,0.0,['crate-4880'],Mil-Spec Grade,SG 553,True,['The Revolution Collection']
SG 553 | Cyrex,skin-f0772ea6839f,1.0,0.0,['crate-4091'],Classified,SG 553,True,['The Falchion Collection']
SG 553 | Darkwing,skin-d00c49e52bd9,1.0,0.0,['crate-4695'],Restricted,SG 553,True,['The Prisma 2 Collection']
SG 553 | Pulse,skin-205233b2ccee,0.6000000000000001,0.1,['crate-4011'],Restricted,SG 553,True,['The Phoenix Collection']
SG 553 | Integrale,skin-a7e309c3d23a,1.0,0.0,"['crate-4540', 'crate-4590', 'crate-4660', 'crate-4809', 'crate-4835', 'crate-4860', 'crate-4893', 'crate-4926', 'crate-4967', 'crate-5120', 'crate-5219']",Classified,SG 553,False,['The 2018 Inferno Collection']
SG 553 | Colony IV,skin-5b6e17f145f5,1.0,0.0,['crate-4620'],Classified,SG 553,True,['The Shattered Web Collection']
SG 553 | Triarch,skin-1dad3beb1452,1.0,0.0,['crate-4281'],Restricted,SG 553,True,['The Gamma 2 Collection']
SG 553 | Berry Gel Coat,skin-67dfc7fef62f,0.8,0.0,[],Mil-Spec Grade,SG 553,False,['The Graphic Design Collection']
SG 553 | Heavy Metal,skin-fff2ecbae8e7,1.0,0.0,['crate-4747'],Mil-Spec Grade,SG 553,True,['The Snakebite Collection']
SG 553 | Danger Close,skin-dd5985c30bd8,0.8,0.02,['crate-4548'],Mil-Spec Grade,SG 553,True,['The Danger Zone Collection']
SG 553 | Phantom,skin-a3acd40fcd30,0.6000000000000001,0.0,['crate-4403'],Restricted,SG 553,True,['The Spectrum 2 Collection']
SG 553 | Ol' Rusty,skin-d4fffad08ab6,0.7000000000000001,0.0,['crate-4698'],Mil-Spec Grade,SG 553,True,['The Fracture Collection']
SG 553 | Tiger Moth,skin-460926660df2,1.0,0.0,['crate-4186'],Restricted,SG 553,True,['The Revolver Case Collection']
SG 553 | Basket Halftone,skin-cee47ac22903,0.6000000000000001,0.0,[],Industrial Grade,SG 553,False,['The Radiant Collection']
SG 553 | Safari Print,skin-9a7b0a3e260f,0.7000000000000001,0.0,[],Consumer Grade,SG 553,False,['The Harlequin Collection']
SG 553 | Ultraviolet,skin-679e953fac9d,0.8,0.06,['crate-4001'],Mil-Spec Grade,SG 553,True,['The Arms Deal Collection']
SG 553 | Candy Apple,skin-61876cf2790d,0.7000000000000001,0.0,[],Industrial Grade,SG 553,False,['The Canals Collection']
SG 553 | Tornado,skin-5b4b86669798,0.8,0.06,[],Consumer Grade,SG 553,False,['The Assault Collection']
SG 553 | Bulldozer,skin-4a300bc642bc,0.8,0.06,[],Restricted,SG 553,False,['The Chop Shop Collection']
SG 553 | Night Camo,skin-aa996ba531f1,0.795222,0.0,[],Consumer Grade,SG 553,False,['The Ascent Collection']
SG 553 | Barricade,skin-65a22d035a31,0.65,0.0,[],Consumer Grade,SG 553,False,['The Norse Collection']
SG 553 | Bleached,skin-8ed983542769,0.5,0.0,"['crate-4811', 'crate-4837', 'crate-4862', 'crate-4970', 'crate-5123', 'crate-5222']",Consumer Grade,SG 553,False,['The 2021 Dust 2 Collection']
SG 553 | Gator Mesh,skin-0a4d4f4de128,0.6000000000000001,0.0,"['crate-4006', 'crate-4013', 'crate-4024', 'crate-4033', 'crate-4081', 'crate-4132', 'crate-4177', 'crate-4226', 'crate-4275', 'crate-4345', 'crate-4397', 'crate-4464', 'crate-4541', 'crate-4591', 'crate-4661']",Industrial Grade,SG 553,False,['The Mirage Collection']
SG 553 | Fallout Warning,skin-88a540df0ba6,0.8,0.0,"['crate-4026', 'crate-4035', 'crate-4083', 'crate-4136', 'crate-4181', 'crate-4230', 'crate-4278', 'crate-4348', 'crate-4400', 'crate-4467', 'crate-4544', 'crate-4594']",Industrial Grade,SG 553,False,['The Cache Collection']
SG 553 | Aloha,skin-cb5484f7948e,0.55,0.0,['crate-4471'],Mil-Spec Grade,SG 553,True,['The Clutch Collection']
SG 553 | Wave Spray,skin-2d74b85300d2,0.8,0.06,['crate-4003'],Mil-Spec Grade,SG 553,True,['The Bravo Collection']
SG 553 | Waves Perforated,skin-95ddbc8f8004,0.8,0.06,"['crate-4006', 'crate-4013']",Consumer Grade,SG 553,False,['The Lake Collection']
SSG 08 | Acid Fade,skin-8d85f69ac3c8,0.03,0.0,"['crate-4006', 'crate-4013']",Mil-Spec Grade,SSG 08,False,['The Safehouse Collection']
SSG 08 | Carbon Fiber,skin-a50a85fe3050,0.12,0.0,"['crate-4815', 'crate-4841', 'crate-4866', 'crate-4899', 'crate-4932', 'crate-4973']",Industrial Grade,SSG 08,False,['The 2021 Vertigo Collection']
SSG 08 | Threat Detected,skin-1bd56f994f59,0.65,0.0,[],Mil-Spec Grade,SSG 08,False,['The Control Collection']
SSG 08 | Dark Water,skin-5630a9574cdf,0.26,0.1,['crate-4019'],Mil-Spec Grade,SSG 08,True,['The eSports 2014 Summer Collection']
SSG 08 | Abyss,skin-ded653e7bd24,1.0,0.0,['crate-4018'],Mil-Spec Grade,SSG 08,True,['The Breakout Collection']
SSG 08 | Blood in the Water,skin-c1a20624eb22,0.2,0.06,['crate-4004'],Covert,SSG 08,True,['The Arms Deal 2 Collection']
SSG 08 | Parallax,skin-aeb0591ce152,1.0,0.0,['crate-4717'],Restricted,SSG 08,True,['The Operation Broken Fang Collection']
SSG 08 | Death's Head,skin-d9516fc63729,0.51,0.0,['crate-4352'],Restricted,SSG 08,True,['The Operation Hydra Collection']
SSG 08 | Dragonfire,skin-318f343e125d,0.5,0.0,['crate-4288'],Covert,SSG 08,True,['The Glove Collection']
SSG 08 | Fever Dream,skin-e5f08d307bdd,0.72,0.0,['crate-4695'],Restricted,SSG 08,True,['The Prisma 2 Collection']
SSG 08 | Slashed,skin-6d203a8fcdb1,0.8,0.15,['crate-4017'],Mil-Spec Grade,SSG 08,True,['The Huntsman Collection']
SSG 08 | Mainframe 001,skin-4bcbe71aa61d,1.0,0.0,['crate-4698'],Mil-Spec Grade,SSG 08,True,['The Fracture Collection']
SSG 08 | Necropos,skin-f09be63883f9,1.0,0.0,['crate-4187'],Mil-Spec Grade,SSG 08,True,['The Wildfire Collection']
